top,bottom,outer,styleTop,styleBottom,styleOuter,styleUser,userLike
t-shirt,trousers,blazer,sporty,casual,sporty,sporty,1
shirt,legging,sweater,sporty,casual,casual,casual,1
t-shirt,trousers,blazer,vintage,vintage,casual,streetwear,0
t-shirt,trousers,jacket,sporty,streetwear,sporty,sporty,1
t-shirt,shorts,coat,sporty,sporty,streetwear,sporty,1
t-shirt,jogger,jacket,streetwear,streetwear,vintage,streetwear,1
t-shirt,jeans,jacket,formal,formal,streetwear,casual,0
shirt,jeans,hoodie,formal,casual,casual,casual,1
t-shirt,cargo,coat,formal,formal,streetwear,formal,1
t-shirt,jogger,jacket,casual,casual,sporty,casual,1
shirt,trousers,blazer,vintage,sporty,vintage,sporty,0
shirt,cargo,jacket,casual,sporty,casual,casual,1
shirt,legging,coat,sporty,streetwear,sporty,sporty,1
dress,none,coat,vintage,casual,casual,vintage,0
t-shirt,cargo,coat,casual,formal,formal,formal,1
shirt,cargo,jacket,vintage,casual,casual,streetwear,0
t-shirt,jeans,sweater,sporty,sporty,casual,sporty,1
shirt,shorts,hoodie,casual,formal,casual,casual,1
t-shirt,shorts,hoodie,streetwear,streetwear,streetwear,streetwear,1
shirt,cargo,hoodie,formal,vintage,sporty,formal,0
t-shirt,skirt,sweater,vintage,casual,vintage,vintage,1
t-shirt,trousers,blazer,streetwear,vintage,vintage,sporty,0
t-shirt,legging,hoodie,vintage,formal,formal,streetwear,0
shirt,skirt,coat,formal,casual,streetwear,formal,0
t-shirt,skirt,jacket,vintage,streetwear,vintage,vintage,1
t-shirt,skirt,coat,formal,streetwear,formal,formal,1
shirt,cargo,coat,vintage,streetwear,streetwear,formal,0
t-shirt,shorts,coat,streetwear,vintage,streetwear,streetwear,1
t-shirt,shorts,jacket,vintage,vintage,vintage,casual,0
dress,none,jacket,casual,casual,vintage,sporty,0
shirt,jogger,jacket,vintage,sporty,vintage,vintage,1
shirt,cargo,coat,formal,sporty,formal,formal,1
shirt,jeans,coat,casual,sporty,sporty,casual,0
shirt,skirt,blazer,formal,vintage,sporty,sporty,0
shirt,jeans,sweater,casual,streetwear,sporty,streetwear,0
shirt,shorts,sweater,sporty,sporty,vintage,casual,0
t-shirt,skirt,coat,streetwear,casual,streetwear,streetwear,1
shirt,cargo,coat,sporty,formal,formal,formal,1
dress,none,hoodie,sporty,sporty,vintage,vintage,0
t-shirt,skirt,coat,sporty,formal,sporty,sporty,1
t-shirt,jogger,coat,formal,formal,casual,sporty,0
shirt,shorts,jacket,sporty,sporty,vintage,sporty,1
t-shirt,shorts,hoodie,sporty,casual,casual,casual,1
t-shirt,shorts,coat,formal,formal,casual,formal,1
shirt,skirt,sweater,sporty,sporty,sporty,sporty,1
t-shirt,skirt,coat,sporty,vintage,sporty,sporty,1
t-shirt,jogger,jacket,casual,formal,formal,formal,1
t-shirt,trousers,sweater,streetwear,sporty,streetwear,streetwear,1
shirt,jeans,hoodie,vintage,streetwear,vintage,formal,0
shirt,trousers,blazer,casual,casual,formal,sporty,0
shirt,skirt,hoodie,casual,casual,casual,sporty,0
shirt,jogger,hoodie,sporty,formal,streetwear,sporty,0
t-shirt,skirt,coat,streetwear,streetwear,vintage,streetwear,1
shirt,shorts,blazer,streetwear,vintage,streetwear,streetwear,1
shirt,jeans,blazer,streetwear,formal,formal,formal,1
t-shirt,cargo,hoodie,vintage,streetwear,streetwear,sporty,0
shirt,jogger,jacket,casual,sporty,casual,casual,1
shirt,legging,blazer,streetwear,casual,casual,casual,1
shirt,skirt,hoodie,formal,vintage,casual,formal,0
shirt,shorts,blazer,vintage,vintage,sporty,vintage,1
dress,none,blazer,sporty,formal,formal,formal,1
shirt,legging,jacket,casual,formal,vintage,casual,0
shirt,jogger,sweater,formal,formal,sporty,formal,1
shirt,cargo,jacket,sporty,streetwear,sporty,sporty,1
t-shirt,trousers,sweater,vintage,streetwear,vintage,vintage,1
t-shirt,shorts,jacket,casual,vintage,vintage,sporty,0
t-shirt,shorts,coat,casual,streetwear,sporty,streetwear,0
shirt,trousers,hoodie,streetwear,streetwear,formal,streetwear,1
t-shirt,cargo,blazer,vintage,sporty,sporty,vintage,0
shirt,jeans,sweater,sporty,streetwear,streetwear,streetwear,1
shirt,jogger,hoodie,formal,streetwear,formal,vintage,0
t-shirt,jeans,hoodie,vintage,sporty,streetwear,sporty,0
t-shirt,trousers,sweater,formal,vintage,formal,formal,1
shirt,jogger,blazer,sporty,casual,casual,casual,1
shirt,cargo,coat,streetwear,formal,streetwear,streetwear,1
t-shirt,trousers,sweater,vintage,sporty,casual,casual,0
dress,none,coat,formal,casual,casual,casual,1
shirt,jogger,coat,streetwear,formal,formal,formal,1
t-shirt,skirt,jacket,sporty,sporty,vintage,sporty,1
t-shirt,cargo,coat,streetwear,streetwear,casual,vintage,0
shirt,jogger,hoodie,streetwear,sporty,vintage,vintage,0
t-shirt,jogger,sweater,streetwear,vintage,casual,casual,0
t-shirt,jeans,jacket,sporty,sporty,casual,sporty,1
t-shirt,jeans,sweater,casual,casual,streetwear,streetwear,0
t-shirt,jeans,jacket,casual,sporty,casual,formal,0
shirt,skirt,hoodie,sporty,sporty,casual,sporty,1
t-shirt,jogger,sweater,sporty,vintage,streetwear,vintage,0
shirt,legging,blazer,vintage,vintage,formal,vintage,1
dress,none,coat,sporty,vintage,vintage,vintage,1
shirt,legging,blazer,streetwear,vintage,formal,formal,0
shirt,shorts,coat,streetwear,streetwear,sporty,streetwear,1
t-shirt,trousers,sweater,sporty,sporty,casual,sporty,1
t-shirt,legging,jacket,casual,vintage,formal,formal,0
t-shirt,shorts,blazer,casual,sporty,streetwear,streetwear,0
shirt,shorts,coat,casual,vintage,sporty,casual,0
shirt,trousers,hoodie,sporty,sporty,casual,sporty,1
t-shirt,legging,blazer,formal,vintage,casual,formal,0
shirt,jeans,coat,streetwear,streetwear,casual,casual,0
t-shirt,trousers,jacket,streetwear,streetwear,formal,sporty,0
shirt,skirt,blazer,sporty,streetwear,sporty,formal,0
shirt,trousers,hoodie,casual,formal,vintage,formal,0
t-shirt,legging,sweater,formal,formal,sporty,formal,1
t-shirt,trousers,jacket,casual,sporty,casual,casual,1
shirt,jogger,blazer,formal,vintage,vintage,vintage,1
shirt,shorts,blazer,sporty,vintage,sporty,vintage,0
t-shirt,legging,blazer,formal,sporty,formal,vintage,0
shirt,cargo,hoodie,casual,vintage,sporty,vintage,0
shirt,jeans,hoodie,streetwear,casual,formal,streetwear,0
t-shirt,trousers,sweater,vintage,streetwear,sporty,streetwear,0
t-shirt,jogger,jacket,sporty,vintage,streetwear,vintage,0
dress,none,sweater,vintage,sporty,sporty,sporty,1
t-shirt,skirt,coat,vintage,sporty,sporty,sporty,1
shirt,shorts,sweater,casual,vintage,formal,vintage,0
dress,none,hoodie,casual,casual,vintage,casual,1
t-shirt,legging,blazer,casual,formal,vintage,formal,0
t-shirt,shorts,blazer,casual,vintage,sporty,vintage,0
shirt,jeans,coat,formal,formal,streetwear,formal,1
t-shirt,legging,jacket,vintage,sporty,casual,sporty,0
shirt,cargo,sweater,sporty,casual,sporty,sporty,1
shirt,jeans,jacket,streetwear,casual,streetwear,streetwear,1
t-shirt,jeans,jacket,sporty,streetwear,sporty,casual,0
dress,none,coat,sporty,sporty,formal,sporty,1
t-shirt,jogger,sweater,sporty,streetwear,sporty,casual,0
shirt,shorts,jacket,sporty,streetwear,sporty,sporty,1
t-shirt,skirt,coat,sporty,sporty,casual,sporty,1
t-shirt,jogger,jacket,streetwear,sporty,streetwear,streetwear,1
shirt,jogger,jacket,streetwear,streetwear,casual,vintage,0
dress,none,jacket,casual,streetwear,casual,casual,1
shirt,shorts,jacket,formal,sporty,sporty,sporty,1
shirt,skirt,sweater,vintage,formal,vintage,casual,0
t-shirt,legging,sweater,streetwear,streetwear,formal,casual,0
t-shirt,cargo,hoodie,sporty,streetwear,streetwear,formal,0
shirt,legging,blazer,streetwear,vintage,vintage,vintage,1
t-shirt,trousers,blazer,sporty,sporty,sporty,sporty,1
shirt,trousers,coat,casual,casual,casual,sporty,0
shirt,cargo,jacket,vintage,sporty,sporty,sporty,1
dress,none,jacket,sporty,sporty,sporty,sporty,1
t-shirt,legging,blazer,streetwear,vintage,streetwear,sporty,0
t-shirt,jogger,sweater,casual,casual,vintage,casual,1
shirt,cargo,blazer,casual,vintage,formal,formal,0
shirt,jeans,coat,vintage,vintage,formal,vintage,1
shirt,jogger,coat,vintage,streetwear,vintage,vintage,1
shirt,trousers,coat,casual,sporty,casual,casual,1
shirt,shorts,coat,streetwear,sporty,casual,streetwear,0
shirt,jeans,coat,formal,streetwear,sporty,sporty,0
t-shirt,legging,coat,sporty,sporty,casual,sporty,1
shirt,trousers,coat,casual,vintage,casual,vintage,0
shirt,jeans,sweater,vintage,streetwear,vintage,casual,0
t-shirt,skirt,jacket,streetwear,casual,streetwear,vintage,0
shirt,trousers,hoodie,vintage,casual,sporty,sporty,0
shirt,shorts,hoodie,sporty,sporty,vintage,sporty,1
t-shirt,skirt,jacket,casual,formal,formal,formal,1
shirt,legging,coat,sporty,formal,sporty,vintage,0
shirt,skirt,hoodie,vintage,sporty,vintage,vintage,1
t-shirt,jogger,hoodie,vintage,casual,vintage,formal,0
shirt,shorts,sweater,vintage,vintage,vintage,formal,0
shirt,jogger,coat,vintage,casual,casual,casual,1
t-shirt,shorts,blazer,sporty,sporty,sporty,sporty,1
t-shirt,trousers,hoodie,formal,formal,casual,formal,1
shirt,legging,hoodie,sporty,casual,sporty,sporty,1
shirt,jogger,hoodie,vintage,vintage,casual,vintage,1
t-shirt,trousers,sweater,casual,streetwear,streetwear,vintage,0
shirt,trousers,hoodie,vintage,sporty,sporty,sporty,1
shirt,trousers,sweater,sporty,sporty,vintage,streetwear,0
t-shirt,trousers,coat,formal,formal,formal,formal,1
t-shirt,cargo,jacket,casual,formal,casual,vintage,0
shirt,cargo,jacket,sporty,sporty,casual,sporty,1
t-shirt,skirt,sweater,streetwear,sporty,sporty,formal,0
t-shirt,legging,jacket,sporty,formal,sporty,sporty,1
t-shirt,cargo,jacket,formal,formal,casual,streetwear,0
shirt,trousers,blazer,vintage,vintage,casual,vintage,1
t-shirt,shorts,jacket,vintage,streetwear,vintage,vintage,1
shirt,shorts,jacket,sporty,streetwear,casual,sporty,0
t-shirt,jeans,blazer,formal,casual,formal,formal,1
t-shirt,shorts,jacket,vintage,formal,streetwear,vintage,0
t-shirt,jeans,jacket,streetwear,formal,formal,formal,1
t-shirt,cargo,sweater,vintage,sporty,streetwear,streetwear,0
shirt,shorts,sweater,sporty,formal,formal,formal,1
t-shirt,legging,sweater,casual,streetwear,sporty,sporty,0
t-shirt,trousers,coat,formal,formal,streetwear,sporty,0
t-shirt,skirt,hoodie,streetwear,streetwear,vintage,formal,0
t-shirt,trousers,sweater,casual,streetwear,sporty,casual,0
shirt,legging,hoodie,formal,formal,vintage,formal,1
shirt,trousers,coat,casual,sporty,sporty,sporty,1
shirt,trousers,blazer,casual,casual,vintage,formal,0
t-shirt,skirt,sweater,sporty,casual,sporty,sporty,1
t-shirt,skirt,coat,formal,streetwear,sporty,sporty,0
t-shirt,trousers,hoodie,casual,casual,formal,formal,0
shirt,trousers,blazer,casual,streetwear,casual,casual,1
t-shirt,skirt,coat,sporty,streetwear,streetwear,casual,0
t-shirt,jogger,sweater,streetwear,vintage,casual,vintage,0
shirt,shorts,hoodie,vintage,streetwear,casual,vintage,0
t-shirt,jeans,hoodie,casual,sporty,sporty,formal,0
t-shirt,cargo,coat,formal,casual,casual,casual,1
t-shirt,legging,hoodie,streetwear,formal,formal,formal,1
t-shirt,trousers,jacket,vintage,streetwear,streetwear,formal,0
t-shirt,cargo,jacket,vintage,vintage,sporty,vintage,1
shirt,skirt,sweater,casual,streetwear,streetwear,streetwear,1
shirt,trousers,sweater,sporty,vintage,vintage,vintage,1
shirt,shorts,jacket,casual,casual,vintage,vintage,0
shirt,legging,blazer,casual,streetwear,casual,casual,1
t-shirt,trousers,jacket,formal,sporty,streetwear,streetwear,0
t-shirt,jeans,hoodie,vintage,sporty,casual,casual,0
shirt,jogger,blazer,casual,casual,streetwear,casual,1
t-shirt,jeans,coat,formal,streetwear,formal,formal,1
t-shirt,jogger,coat,vintage,casual,formal,vintage,0
shirt,jeans,jacket,casual,formal,casual,streetwear,0
shirt,cargo,sweater,sporty,streetwear,vintage,vintage,0
t-shirt,trousers,hoodie,formal,streetwear,streetwear,streetwear,1
t-shirt,trousers,blazer,streetwear,streetwear,casual,vintage,0
t-shirt,trousers,sweater,sporty,casual,casual,streetwear,0
t-shirt,legging,hoodie,vintage,streetwear,streetwear,streetwear,1
shirt,skirt,blazer,vintage,vintage,sporty,vintage,1
t-shirt,trousers,jacket,sporty,casual,sporty,sporty,1
t-shirt,cargo,coat,sporty,sporty,formal,sporty,1
t-shirt,jeans,hoodie,streetwear,vintage,formal,streetwear,0
t-shirt,shorts,sweater,vintage,casual,vintage,sporty,0
t-shirt,cargo,blazer,sporty,casual,formal,formal,0
t-shirt,trousers,hoodie,formal,sporty,vintage,sporty,0
shirt,cargo,blazer,formal,sporty,formal,vintage,0
t-shirt,skirt,coat,vintage,vintage,casual,vintage,1
t-shirt,shorts,hoodie,vintage,streetwear,casual,streetwear,0
shirt,jeans,coat,formal,streetwear,formal,formal,1
shirt,legging,blazer,streetwear,formal,vintage,vintage,0
shirt,jogger,jacket,sporty,formal,sporty,formal,0
shirt,skirt,jacket,streetwear,streetwear,vintage,vintage,0
t-shirt,jeans,blazer,sporty,formal,sporty,sporty,1
shirt,legging,blazer,vintage,vintage,streetwear,vintage,1
t-shirt,skirt,sweater,casual,streetwear,casual,vintage,0
t-shirt,trousers,blazer,formal,formal,sporty,formal,1
shirt,skirt,hoodie,casual,streetwear,casual,casual,1
shirt,legging,sweater,casual,sporty,vintage,sporty,0
dress,none,sweater,streetwear,vintage,vintage,vintage,1
shirt,legging,jacket,casual,casual,streetwear,casual,1
t-shirt,skirt,coat,streetwear,casual,casual,casual,1
t-shirt,jogger,jacket,casual,streetwear,casual,streetwear,0
t-shirt,legging,sweater,streetwear,formal,streetwear,casual,0
shirt,skirt,blazer,vintage,formal,formal,formal,1
shirt,cargo,coat,vintage,streetwear,vintage,vintage,1
shirt,shorts,hoodie,sporty,casual,casual,casual,1
t-shirt,shorts,jacket,formal,streetwear,streetwear,streetwear,1
t-shirt,jeans,coat,formal,casual,casual,sporty,0
t-shirt,skirt,blazer,casual,casual,vintage,casual,1
t-shirt,skirt,sweater,sporty,streetwear,sporty,sporty,1
shirt,jeans,blazer,streetwear,vintage,casual,streetwear,0
t-shirt,jeans,hoodie,casual,sporty,casual,vintage,0
t-shirt,legging,coat,casual,sporty,casual,sporty,0
t-shirt,shorts,blazer,vintage,streetwear,formal,vintage,0
t-shirt,shorts,jacket,streetwear,streetwear,formal,formal,0
shirt,jeans,hoodie,formal,streetwear,vintage,formal,0
t-shirt,trousers,hoodie,vintage,formal,sporty,sporty,0
t-shirt,jeans,coat,sporty,sporty,formal,sporty,1
dress,none,sweater,sporty,vintage,formal,vintage,0
shirt,trousers,sweater,sporty,sporty,sporty,vintage,0
t-shirt,jeans,jacket,sporty,vintage,vintage,sporty,0
shirt,jogger,jacket,streetwear,formal,formal,formal,1
t-shirt,jeans,sweater,formal,casual,formal,formal,1
t-shirt,skirt,jacket,streetwear,vintage,vintage,vintage,1
t-shirt,legging,coat,streetwear,casual,streetwear,streetwear,1
dress,none,jacket,vintage,streetwear,streetwear,streetwear,1
shirt,trousers,sweater,casual,streetwear,formal,formal,0
t-shirt,skirt,sweater,streetwear,sporty,streetwear,formal,0
t-shirt,shorts,jacket,formal,formal,sporty,formal,1
t-shirt,trousers,blazer,sporty,vintage,formal,sporty,0
dress,none,coat,sporty,sporty,streetwear,streetwear,0
t-shirt,shorts,jacket,casual,casual,vintage,vintage,0
t-shirt,jogger,jacket,formal,formal,casual,formal,1
t-shirt,cargo,coat,formal,vintage,vintage,vintage,1
t-shirt,shorts,hoodie,casual,vintage,casual,formal,0
shirt,legging,jacket,sporty,vintage,casual,sporty,0
shirt,jogger,hoodie,streetwear,casual,vintage,streetwear,0
t-shirt,skirt,jacket,streetwear,sporty,casual,casual,0
shirt,trousers,blazer,formal,streetwear,vintage,vintage,0
t-shirt,jogger,blazer,casual,sporty,streetwear,streetwear,0
shirt,shorts,hoodie,formal,sporty,streetwear,formal,0
t-shirt,legging,hoodie,sporty,sporty,casual,streetwear,0
shirt,jeans,coat,vintage,casual,formal,vintage,0
shirt,trousers,blazer,sporty,sporty,formal,vintage,0
t-shirt,cargo,coat,streetwear,vintage,streetwear,streetwear,1
shirt,shorts,blazer,streetwear,formal,streetwear,casual,0
shirt,legging,coat,vintage,vintage,formal,sporty,0
shirt,shorts,blazer,streetwear,sporty,casual,sporty,0
t-shirt,shorts,coat,casual,streetwear,casual,casual,1
shirt,skirt,hoodie,streetwear,casual,casual,formal,0
shirt,jogger,jacket,streetwear,formal,streetwear,sporty,0
t-shirt,legging,blazer,vintage,streetwear,vintage,vintage,1
shirt,jeans,blazer,vintage,casual,casual,casual,1
shirt,trousers,jacket,vintage,formal,vintage,casual,0
t-shirt,jogger,sweater,casual,formal,formal,formal,1
t-shirt,shorts,coat,vintage,sporty,sporty,vintage,0
shirt,shorts,blazer,streetwear,streetwear,sporty,streetwear,1
t-shirt,cargo,jacket,vintage,casual,vintage,vintage,1
t-shirt,legging,jacket,sporty,vintage,casual,vintage,0
t-shirt,shorts,hoodie,vintage,sporty,sporty,streetwear,0
t-shirt,jogger,coat,casual,casual,formal,casual,1
t-shirt,jogger,jacket,streetwear,formal,streetwear,streetwear,1
t-shirt,legging,blazer,formal,streetwear,formal,formal,1
shirt,jeans,coat,formal,sporty,sporty,streetwear,0
shirt,jogger,coat,formal,formal,streetwear,formal,1
t-shirt,shorts,hoodie,sporty,sporty,streetwear,formal,0
shirt,jeans,blazer,vintage,formal,vintage,formal,0
shirt,jeans,sweater,streetwear,formal,formal,formal,1
t-shirt,jeans,blazer,sporty,vintage,vintage,vintage,1
shirt,jeans,blazer,vintage,casual,formal,casual,0
t-shirt,cargo,sweater,vintage,streetwear,vintage,formal,0
shirt,jeans,jacket,casual,sporty,formal,formal,0
t-shirt,skirt,blazer,streetwear,casual,casual,casual,1
t-shirt,jeans,blazer,vintage,formal,formal,streetwear,0
t-shirt,jogger,coat,casual,casual,vintage,streetwear,0
shirt,legging,coat,streetwear,streetwear,vintage,casual,0
shirt,shorts,blazer,vintage,vintage,vintage,sporty,0
t-shirt,jogger,blazer,formal,formal,streetwear,vintage,0
t-shirt,shorts,blazer,streetwear,formal,sporty,formal,0
dress,none,coat,streetwear,sporty,formal,sporty,0
shirt,jeans,sweater,casual,vintage,vintage,vintage,1
t-shirt,jeans,blazer,casual,casual,streetwear,vintage,0
shirt,trousers,sweater,vintage,formal,formal,formal,1
shirt,legging,coat,sporty,vintage,casual,vintage,0
t-shirt,jogger,coat,vintage,sporty,vintage,casual,0
shirt,jogger,hoodie,vintage,casual,sporty,casual,0
shirt,legging,hoodie,formal,streetwear,formal,formal,1
shirt,legging,hoodie,streetwear,streetwear,formal,streetwear,1
shirt,legging,blazer,streetwear,formal,sporty,sporty,0
t-shirt,legging,coat,sporty,formal,formal,streetwear,0
t-shirt,shorts,hoodie,vintage,sporty,casual,vintage,0
shirt,jeans,coat,vintage,formal,casual,vintage,0
shirt,skirt,hoodie,casual,sporty,vintage,casual,0
shirt,trousers,jacket,casual,vintage,casual,streetwear,0
t-shirt,jogger,jacket,casual,vintage,vintage,vintage,1
shirt,cargo,sweater,formal,casual,streetwear,streetwear,0
shirt,skirt,sweater,sporty,sporty,formal,sporty,1
shirt,shorts,hoodie,vintage,formal,vintage,vintage,1
shirt,cargo,coat,sporty,streetwear,vintage,sporty,0
shirt,shorts,coat,sporty,casual,formal,formal,0
shirt,shorts,sweater,vintage,vintage,streetwear,vintage,1
t-shirt,skirt,sweater,vintage,streetwear,streetwear,streetwear,1
shirt,legging,coat,casual,streetwear,casual,casual,1
t-shirt,skirt,hoodie,sporty,streetwear,streetwear,streetwear,1
shirt,jogger,sweater,streetwear,streetwear,streetwear,streetwear,1
t-shirt,shorts,jacket,sporty,formal,casual,formal,0
shirt,legging,jacket,sporty,sporty,vintage,formal,0
shirt,legging,jacket,streetwear,streetwear,sporty,streetwear,1
shirt,jeans,blazer,formal,formal,casual,formal,1
shirt,cargo,blazer,casual,streetwear,streetwear,formal,0
dress,none,blazer,streetwear,casual,casual,streetwear,0
shirt,jogger,blazer,formal,casual,casual,streetwear,0
t-shirt,legging,jacket,streetwear,vintage,streetwear,streetwear,1
t-shirt,jeans,sweater,formal,vintage,vintage,sporty,0
t-shirt,legging,jacket,sporty,streetwear,sporty,vintage,0
shirt,jeans,jacket,sporty,vintage,streetwear,vintage,0
t-shirt,skirt,hoodie,vintage,formal,formal,formal,1
shirt,legging,hoodie,casual,sporty,vintage,vintage,0
t-shirt,shorts,jacket,vintage,vintage,sporty,vintage,1
t-shirt,shorts,blazer,streetwear,streetwear,streetwear,streetwear,1
t-shirt,jogger,blazer,formal,casual,formal,formal,1
t-shirt,trousers,blazer,streetwear,formal,streetwear,streetwear,1
t-shirt,jeans,jacket,casual,vintage,vintage,vintage,1
